,scenario_id,scenario_name,timespan,ego_v_init,ego_v_mid,ego_v_end,ego_acc_init,ego_acc_mid,ego_acc_min,ego_breaktime_max,ego_breaktime_until_mid,l_rel_pos_init,p_rel_pos_init,ll_rel_pos_init,pl_rel_pos_init,lr_rel_pos_init,pr_rel_pos_init,l_rel_pos_mid,p_rel_pos_mid,ll_rel_pos_mid,pl_rel_pos_mid,lr_rel_pos_mid,pr_rel_pos_mid,l_rel_pos_end,p_rel_pos_end,ll_rel_pos_end,pl_rel_pos_end,lr_rel_pos_end,pr_rel_pos_end,surr_veh_count_init,surr_veh_count_mid,surr_veh_count_end
2068,2068,MPP_DEU_LocationA-36_T1230F14742_T-1,3.2,32.6143,32.8772,33.0833,0.25,0.25,-0.005,0.08,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.0884,-1.0,-1.0,32.144,31.5606,-1.0,-1.0,-1.0,-1.0,16.7676,46.7455,0,0,0
2069,2069,MPP_DEU_LocationA-36_T1233F14944_T-1,3.2,24.45,24.1902,23.9519,-0.25,0.0,-0.25,0.16,0.12,-1.0,-1.0,72.0041,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.2745,-1.0,-1.0,1,1,1
2070,2070,MPP_DEU_LocationA-36_T1240F14935_T-1,3.2,31.8001,30.7034,29.6651,-0.75,-0.495,-0.75,3.2,1.6,-1.0,-1.0,-1.0,-1.0,46.9839,-1.0,-1.0,-1.0,-1.0,-1.0,45.8325,91.2504,-1.0,-1.0,-1.0,-1.0,45.2311,-1.0,1,1,1
2071,2071,MPP_DEU_LocationA-36_T1243F14968_T-1,3.2,28.7319,30.0636,31.4254,0.76,0.9975,0.73,0.0,0.0,28.601,60.5504,5.8447,23.2313,26.3637,-1.0,24.2952,66.4456,13.7934,22.5338,17.5316,-1.0,21.1652,24.9277,-1.0,-1.0,-1.0,74.2119,5,5,5
2072,2072,MPP_DEU_LocationA-36_T1257F15234_T-1,3.2,31.9202,31.4901,30.8408,-0.25,-0.5,-0.5,3.2,1.6,-1.0,58.0425,-1.0,16.8208,73.0462,50.123000000000005,93.3808,54.9901,-1.0,10.4807,57.5043,64.0571,-1.0,51.69,-1.0,4.7788,42.769,77.3918,4,4,4
2073,2073,MPP_DEU_LocationA-36_T1312F15740_T-1,3.2,24.4962,24.6073,24.6159,0.005,0.0,-0.25,0.04,0.04,48.952,13.2469,-1.0,30.4096,-1.0,20.5028,-1.0,23.1247,65.0689,12.0015,-1.0,-1.0,-1.0,26.1736,-1.0,9.3699,-1.0,-1.0,4,4,4
2074,2074,MPP_DEU_LocationA-36_T1315F15835_T-1,3.2,31.2412,31.4517,31.7014,-0.0025,0.0025,-0.0025,0.04,0.0,-1.0,45.582,-1.0,-1.0,91.5991,4.2712,-1.0,46.6353,-1.0,-1.0,-1.0,9.5529,-1.0,48.006,-1.0,-1.0,-1.0,16.1325,3,3,3
2075,2075,MPP_DEU_LocationA-36_T1320F15964_T-1,3.2,27.3566,28.1082,28.9138,0.26,0.49,0.2575,0.0,0.0,23.7102,50.5617,12.6839,-1.0,79.1836,9.9431,17.261,46.9505,19.7997,-1.0,75.2642,15.1567,25.363000000000003,-1.0,-1.0,-1.0,9.8352,45.0534,5,5,5
2076,2076,MPP_DEU_LocationA-36_T1346F16356_T-1,3.2,27.5907,26.63,24.45,-0.5,-1.0,-2.0,3.2,1.6,72.5623,34.42,-1.0,21.5906,-1.0,-1.0,65.7121,39.7301,-1.0,20.0207,-1.0,-1.0,-1.0,44.5102,-1.0,19.2049,-1.0,-1.0,3,3,3
2077,2077,MPP_DEU_LocationA-36_T1357F16369_T-1,3.2,27.4747,27.267,26.991999999999997,0.005,-0.005,-0.2575,0.84,0.04,-1.0,63.2892,35.0083,35.3544,-1.0,-1.0,37.5504,35.8814,64.3166,28.2061,-1.0,57.3773,39.2292,36.4957,74.2226,19.4281,-1.0,49.64,3,3,3
2078,2078,MPP_DEU_LocationA-36_T1370F16532_T-1,3.2,29.9101,27.96,24.6501,-0.5,-2.0,-2.25,3.2,1.6,-1.0,63.78,-1.0,-1.0,7.5714,83.3351,-1.0,69.74,-1.0,-1.0,-1.0,4.6341,-1.0,70.8301,-1.0,-1.0,-1.0,6.9031,3,3,3
2079,2079,MPP_DEU_LocationA-36_T1383F16766_T-1,3.2,23.9126,23.2975,21.8801,-0.26,-0.5125,-1.255,3.2,1.6,-1.0,43.5716,-1.0,26.5125,-1.0,-1.0,-1.0,52.7443,-1.0,26.81,-1.0,-1.0,-1.0,60.8503,-1.0,26.4896,-1.0,-1.0,2,2,2
2080,2080,MPP_DEU_LocationA-36_T1399F16921_T-1,3.2,25.4257,22.5281,21.5313,-2.4825,-1.0275,-2.4825,3.2,1.6,39.5905,19.9729,-1.0,-1.0,20.8238,19.9568,-1.0,13.6275,-1.0,-1.0,16.5469,23.3983,14.2051,26.6062,-1.0,10.1447,8.5934,36.7315,4,4,4
2081,2081,MPP_DEU_LocationA-36_T1402F16905_T-1,3.2,29.2623,29.4729,29.5814,0.25,0.25,-0.005,0.04,0.0,70.5453,70.2013,17.864,29.4993,-1.0,-1.0,60.6711,70.5447,20.4973,26.9264,-1.0,-1.0,22.9683,25.0792,33.3721,37.5048,51.0829,70.7338,4,4,4
2082,2082,MPP_DEU_LocationA-36_T1404F16787_T-1,3.2,33.64,33.9701,34.2706,0.25,0.2525,0.0,0.0,0.0,-1.0,14.3604,-1.0,-1.0,3.9254,47.8146,-1.0,15.27,-1.0,-1.0,-1.0,4.8278,-1.0,15.8517,-1.0,-1.0,-1.0,8.8748,3,3,3
2083,2083,MPP_DEU_LocationA-36_T1407F17029_T-1,3.2,22.0196,21.1346,20.7237,-0.735,-0.5225,-0.975,3.2,1.6,-1.0,24.0221,21.2825,64.4955,-1.0,20.5412,24.0203,55.0563,-1.0,-1.0,-1.0,20.0336,24.611,46.275,-1.0,-1.0,-1.0,16.8156,4,4,4
2084,2084,MPP_DEU_LocationA-36_T1432F17317_T-1,3.2,35.2218,35.1829,35.213,0.01,-0.0075,-0.2675,1.12,0.4,-1.0,51.9712,-1.0,34.3513,-1.0,78.1931,-1.0,69.2604,-1.0,39.025999999999996,-1.0,-1.0,-1.0,86.39,-1.0,42.4507,-1.0,-1.0,3,3,3
2085,2085,MPP_DEU_LocationA-36_T1444F17586_T-1,3.2,32.68,33.1402,33.54,0.25,0.25,0.0,0.0,0.0,94.4023,54.0002,45.6847,6.3739,38.9183,15.5186,92.3526,59.9503,46.8673,3.7864,22.9877,31.3638,-1.0,66.08,5.9927,91.6743,7.0949,48.0292,6,6,6
2086,2086,MPP_DEU_LocationA-36_T1457F17857_T-1,3.2,20.1902,19.26,17.74,-0.25,-1.0,-1.25,3.2,1.6,-1.0,24.6849,-1.0,12.7919,23.4573,-1.0,-1.0,20.7139,-1.0,19.7554,20.7094,-1.0,18.0722,-1.0,-1.0,28.4128,-1.0,19.0491,3,3,3
2087,2087,MPP_DEU_LocationA-36_T1465F17697_T-1,3.2,32.8823,34.4352,35.9117,1.0075,1.0,0.745,0.0,0.0,38.3253,76.4,71.4709,21.069000000000003,21.576999999999998,45.8985,30.5343,77.5466,74.9494,19.9807,34.4597,62.1321,76.4326,21.6884,-1.0,-1.0,20.9691,80.9121,6,6,6
2088,2088,MPP_DEU_LocationA-36_T1470F17863_T-1,3.2,28.3594,27.3729,26.4555,-0.7425,-0.5,-0.7575,3.2,1.6,-1.0,42.435,56.7187,-1.0,-1.0,72.0675,52.0592,-1.0,-1.0,-1.0,-1.0,32.4312,47.8265,-1.0,-1.0,-1.0,-1.0,21.5677,3,3,3
2089,2089,MPP_DEU_LocationA-36_T1475F17992_T-1,3.2,31.1026,31.4605,31.7501,0.245,0.25,-0.0025,0.04,0.04,72.0612,59.8002,-1.0,44.6412,-1.0,28.5615,71.8001,70.4702,-1.0,44.9535,-1.0,41.9682,-1.0,44.8355,-1.0,73.18,-1.0,55.5794,4,4,4
2090,2090,MPP_DEU_LocationA-36_T1476F18021_T-1,3.2,30.32,30.3328,29.7213,0.25,-0.2475,-0.75,1.44,0.04,-1.0,-1.0,-1.0,-1.0,-1.0,59.1724,-1.0,43.9282,-1.0,-1.0,-1.0,49.6693,-1.0,-1.0,-1.0,-1.0,-1.0,43.7957,1,1,1
2091,2091,MPP_DEU_LocationA-36_T150F1647_T-1,3.2,33.8914,35.1895,36.4841,0.77,0.74,0.735,0.0,0.0,43.8527,33.1704,-1.0,-1.0,-1.0,29.1893,-1.0,44.1097,43.1302,34.1692,6.3777,79.35,-1.0,61.2119,39.7425,36.1654,50.5527,17.8172,3,3,3
2092,2092,MPP_DEU_LocationA-36_T1514F18458_T-1,3.2,26.1551,26.6852,27.2036,0.51,0.24,0.235,0.0,0.0,-1.0,28.013,46.7688,-1.0,-1.0,26.7979,54.9653,-1.0,-1.0,-1.0,-1.0,24.5198,62.3568,72.2413,-1.0,-1.0,-1.0,20.1783,3,3,3
2093,2093,MPP_DEU_LocationA-36_T1521F18524_T-1,3.2,28.3553,28.0678,27.7788,-0.245,-0.25,-0.265,0.92,0.0,57.3864,-1.0,16.4564,16.8471,69.6636,-1.0,65.2142,-1.0,55.8011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,4,4
2094,2094,MPP_DEU_LocationA-36_T1534F18485_T-1,3.2,33.9447,34.1618,33.7646,0.2575,-0.01,-0.5125,1.84,0.24,-1.0,-1.0,-1.0,-1.0,41.483000000000004,29.1268,40.9025,46.4545,-1.0,59.4404,61.1012,34.1741,40.9304,63.6123,-1.0,64.5719,42.0526,53.5542,2,2,2
2095,2095,MPP_DEU_LocationA-36_T1538F18648_T-1,3.2,31.0601,31.5317,32.0579,0.25,0.5025,0.0,0.0,0.0,-1.0,36.9602,-1.0,-1.0,73.1778,24.6485,-1.0,36.7708,-1.0,-1.0,77.0118,36.9538,-1.0,37.4147,-1.0,-1.0,79.9726,49.8116,3,3,3
2096,2096,MPP_DEU_LocationA-36_T1541F18809_T-1,3.2,25.6319,26.6273,27.3537,0.7575,0.49,0.2375,0.0,0.0,30.3503,40.8404,10.3903,42.8756,41.43899999999999,56.1005,26.8211,43.1847,16.685,35.1504,35.5611,63.1335,22.4984,31.3605,-1.0,-1.0,22.6873,44.8239,6,6,6
2097,2097,MPP_DEU_LocationA-36_T1552F18782_T-1,3.2,25.9067,26.8857,27.9548,0.505,0.5,0.4875,0.0,0.0,22.0014,47.3717,12.4554,58.3175,10.7213,20.22,18.8073,49.4358,20.6452,50.3785,6.4338,28.9271,25.4271,44.2694,-1.0,-1.0,15.4618,52.7527,6,6,6
2098,2098,MPP_DEU_LocationA-36_T1560F18736_T-1,3.2,29.7636,29.9894,30.1252,0.2525,0.0,-0.0075,0.08,0.0,53.1714,-1.0,31.8792,-1.0,32.6128,23.6917,44.8444,-1.0,32.5907,32.798,18.1733,36.6822,34.496,26.6332,-1.0,-1.0,36.9517,-1.0,4,4,4
2099,2099,MPP_DEU_LocationA-36_T1575F19078_T-1,3.2,34.9601,34.0549,33.1017,-0.75,-0.75,-0.755,3.2,1.6,-1.0,55.5164,-1.0,-1.0,68.4442,21.0064,65.5737,26.2893,-1.0,54.3613,10.9623,36.3723,62.9,30.09,-1.0,52.118,69.4241,12.0172,3,3,3
2100,2100,MPP_DEU_LocationA-36_T1592F19240_T-1,3.2,31.8956,31.9124,32.0552,0.005,0.25,-0.0075,0.08,0.0,45.4168,95.43,57.5088,62.0895,38.6134,-1.0,31.1985,-1.0,54.4098,58.0856,26.7582,-1.0,51.7046,55.1378,-1.0,-1.0,18.3231,-1.0,5,5,5
2101,2101,MPP_DEU_LocationA-36_T1602F19516_T-1,3.2,33.715,34.1114,34.5101,0.245,0.25,0.245,0.0,0.0,-1.0,68.6624,-1.0,50.3853,-1.0,9.3195,-1.0,84.07,-1.0,52.5322,-1.0,25.0287,-1.0,99.8705,-1.0,54.5841,-1.0,41.938,3,3,3
2102,2102,MPP_DEU_LocationA-36_T1623F19654_T-1,3.2,26.162,27.8349,29.5506,0.7525,1.2575,0.7425,0.0,0.0,20.4906,61.3012,29.6002,29.8477,32.8535,6.6186,16.7486,60.4115,34.5028,26.975,26.4443,12.4378,37.0835,28.7167,-1.0,-1.0,10.788,61.4549,6,6,6
2103,2103,MPP_DEU_LocationA-36_T1635F19874_T-1,3.2,26.304000000000002,26.8665,26.9099,0.265,0.25,-0.2775,0.84,0.0,-1.0,25.4231,6.5873,67.699,-1.0,4.7934,15.92,61.2874,-1.0,-1.0,-1.0,18.4172,-1.0,24.2007,-1.0,-1.0,-1.0,8.5205,4,4,4
2104,2104,MPP_DEU_LocationA-36_T1644F20004_T-1,3.2,21.6133,21.0294,22.2119,-1.235,0.48,-1.235,1.0,0.0,-1.0,14.7906,39.9598,-1.0,-1.0,5.0008,43.5346,-1.0,-1.0,-1.0,-1.0,11.4308,-1.0,-1.0,-1.0,-1.0,-1.0,6.2422,3,3,3
2105,2105,MPP_DEU_LocationA-36_T1661F19983_T-1,3.2,30.1901,30.2502,30.2268,-0.0025,0.0025,-0.245,0.04,0.0,29.2954,21.0002,-1.0,-1.0,3.738,15.4384,-1.0,21.3801,-1.0,-1.0,27.7988,11.5962,-1.0,20.6549,-1.0,-1.0,26.3118,23.0758,4,4,4
2106,2106,MPP_DEU_LocationA-36_T1669F20264_T-1,3.2,29.1927,29.0494,28.7713,0.0,-0.0125,-0.265,2.72,1.12,-1.0,39.5923,52.2038,22.7191,10.5989,18.2859,82.5131,48.1317,57.9806,21.3808,48.7527,4.6919,74.5003,56.7208,64.6083,18.5189,38.7329,12.8817,5,5,5
2107,2107,MPP_DEU_LocationA-36_T167F1839_T-1,3.2,25.2624,26.4415,27.3551,0.7575,0.75,0.245,0.0,0.0,43.9956,21.5358,13.3972,-1.0,39.1932,31.1755,40.4262,22.8183,24.5737,-1.0,34.5435,36.1185,34.8494,69.4005,-1.0,-1.0,35.2674,24.4375,5,5,5
2108,2108,MPP_DEU_LocationA-36_T1680F20476_T-1,3.2,21.6453,21.1198,20.7549,-0.7325,-0.2475,-0.7325,1.72,0.12,-1.0,27.8543,-1.0,-1.0,-1.0,-1.0,-1.0,18.2654,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.9525,-1.0,8.017999999999999,1,1,1
2109,2109,MPP_DEU_LocationA-36_T1685F20591_T-1,3.2,19.6359,18.7816,18.4704,-0.9875,-0.25,-0.9925,1.76,1.6,-1.0,51.6047,55.3608,-1.0,-1.0,-1.0,-1.0,41.7414,-1.0,-1.0,-1.0,-1.0,-1.0,51.9806,-1.0,10.0267,-1.0,-1.0,2,2,2
2110,2110,MPP_DEU_LocationA-36_T1694F20436_T-1,3.2,24.2908,24.4455,24.6578,0.2525,0.0075,-0.015,0.04,0.0,-1.0,25.3099,5.0128,42.2197,-1.0,-1.0,-1.0,22.0446,16.3738,36.9303,-1.0,-1.0,29.1369,30.7944,-1.0,7.2392,-1.0,18.7348,3,3,3
2111,2111,MPP_DEU_LocationA-36_T1697F20518_T-1,3.2,32.461,32.0676,31.9039,-0.2475,0.0,-0.4925,1.16,0.4,-1.0,29.7639,77.6923,34.8778,-1.0,12.6095,83.0566,34.1538,-1.0,-1.0,-1.0,41.7412,-1.0,33.0168,-1.0,-1.0,-1.0,53.0548,4,4,4
2112,2112,MPP_DEU_LocationA-36_T1699F20495_T-1,3.2,28.3384,28.8433,28.9873,0.5125,0.25,-0.0175,0.12,0.0,56.4542,34.1149,21.6372,-1.0,-1.0,42.0914,28.0833,-1.0,-1.0,-1.0,-1.0,27.7631,34.0202,67.6989,-1.0,-1.0,-1.0,21.4985,4,4,4
2113,2113,MPP_DEU_LocationA-36_T1716F20743_T-1,3.2,30.2841,30.0635,29.7949,-0.49,-0.0075,-0.5075,1.0,0.0,-1.0,20.2367,11.6538,-1.0,-1.0,-1.0,18.8889,-1.0,-1.0,-1.0,-1.0,14.1652,24.3104,-1.0,-1.0,-1.0,-1.0,6.2264,2,2,2
2114,2114,MPP_DEU_LocationA-36_T1723F20790_T-1,3.2,27.5545,28.8902,30.5085,0.76,1.0075,0.51,0.0,0.0,32.8483,44.1051,6.7566,-1.0,-1.0,-1.0,22.7049,46.3853,15.5411,-1.0,-1.0,-1.0,43.6416,-1.0,22.6398,37.609,10.8486,50.8245,3,3,3
2115,2115,MPP_DEU_LocationA-36_T1724F20819_T-1,3.2,34.1538,34.2301,34.3356,0.0075,0.25,-0.0075,0.08,0.0,31.2034,-1.0,73.7898,62.5913,13.5885,13.2163,23.4109,20.9222,77.1452,60.5133,65.3171,9.2003,79.6416,58.1173,-1.0,-1.0,15.5317,26.3954,5,5,5
2116,2116,MPP_DEU_LocationA-36_T1725F20925_T-1,3.2,28.2752,29.0866,29.9022,0.5025,0.495,0.4925,0.0,0.0,48.2433,-1.0,59.0632,-1.0,-1.0,-1.0,37.9072,-1.0,65.641,83.1712,-1.0,-1.0,-1.0,77.265,53.6264,-1.0,26.2597,-1.0,2,2,2
2117,2117,MPP_DEU_LocationA-36_T1730F20926_T-1,3.2,32.9804,33.0848,33.353,0.015,0.2425,-0.015,0.04,0.04,-1.0,62.1153,-1.0,-1.0,-1.0,15.1615,-1.0,19.918,-1.0,60.4864,82.9989,70.0373,77.1146,24.8213,-1.0,56.2928,-1.0,82.0956,2,2,2
2118,2118,MPP_DEU_LocationA-36_T173F1956_T-1,3.2,30.1038,29.0824,28.1603,-0.74,-0.75,-0.7625,3.2,1.6,-1.0,75.5755,-1.0,63.8965,-1.0,35.3877,-1.0,-1.0,-1.0,57.43600000000001,-1.0,44.8215,-1.0,52.7643,-1.0,-1.0,-1.0,-1.0,3,3,3
2119,2119,MPP_DEU_LocationA-36_T1756F21158_T-1,3.2,34.211,35.499,36.7443,0.7525,1.005,0.495,0.0,0.0,28.7115,-1.0,-1.0,-1.0,-1.0,7.398,23.5303,95.2865,-1.0,70.9657,-1.0,25.0652,-1.0,73.133,-1.0,-1.0,-1.0,108.986,2,2,2
2120,2120,MPP_DEU_LocationA-36_T1757F21273_T-1,3.2,32.1317,32.245,31.7461,0.2525,-0.245,-0.5,1.52,0.04,-1.0,50.0608,-1.0,-1.0,-1.0,26.6863,-1.0,50.861999999999995,-1.0,-1.0,-1.0,37.8843,-1.0,51.568999999999996,-1.0,-1.0,-1.0,48.9202,2,2,2
2121,2121,MPP_DEU_LocationA-36_T1806F21794_T-1,3.2,33.7729,33.5798,33.4463,-0.2475,0.0,-0.2575,0.36,0.0,-1.0,33.5425,21.2855,73.6557,-1.0,-1.0,24.1758,70.9296,-1.0,-1.0,-1.0,27.1138,26.63,67.9938,-1.0,-1.0,-1.0,20.7345,3,3,3
2122,2122,MPP_DEU_LocationA-36_T1812F21898_T-1,3.2,34.29,34.1,33.9301,-0.25,0.0,-0.25,0.12,0.04,-1.0,100.7201,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1
2123,2123,MPP_DEU_LocationA-36_T1819F22003_T-1,3.2,32.8493,31.7834,30.8671,-0.7375,-0.5,-0.7675,3.2,1.6,-1.0,55.3226,-1.0,-1.0,-1.0,17.1127,-1.0,52.8163,-1.0,-1.0,-1.0,29.7848,-1.0,41.7949,-1.0,50.7899,-1.0,44.5128,2,2,2
2124,2124,MPP_DEU_LocationA-36_T1821F22122_T-1,3.2,24.7923,24.9525,25.1106,0.0,0.0,-0.005,0.04,0.0,55.4417,-1.0,33.093,-1.0,-1.0,-1.0,51.7406,-1.0,44.5534,-1.0,-1.0,-1.0,56.31,-1.0,48.4377,14.7326,48.423,-1.0,2,2,2
2125,2125,MPP_DEU_LocationA-36_T1834F22140_T-1,3.2,24.5755,24.5964,24.63,0.0,0.2375,-0.0225,0.4,0.32,-1.0,41.0724,-1.0,24.0508,-1.0,-1.0,-1.0,45.6305,-1.0,18.6925,-1.0,-1.0,-1.0,50.2204,-1.0,11.7006,-1.0,-1.0,2,2,2
2126,2126,MPP_DEU_LocationA-36_T1836F22280_T-1,3.2,32.6632,32.1539,31.6903,-0.505,-0.2575,-0.51,3.2,1.6,84.3186,64.1288,41.4461,19.1077,-1.0,66.6901,-1.0,66.75,42.9134,15.4209,-1.0,78.7456,-1.0,68.921,-1.0,9.5911,-1.0,90.0805,5,5,5
2127,2127,MPP_DEU_LocationA-36_T1846F22149_T-1,3.2,24.1513,24.5662,24.7329,0.2525,0.0,0.0,0.0,0.0,27.8021,-1.0,47.1017,-1.0,-1.0,-1.0,53.2556,24.4809,42.5957,-1.0,23.5308,53.1303,60.9209,23.6575,52.4663,-1.0,19.1854,54.7516,2,2,2
2128,2128,MPP_DEU_LocationA-36_T1874F22557_T-1,3.2,25.845,26.526999999999997,27.1271,0.515,0.4975,0.2175,0.0,0.0,-1.0,30.7408,-1.0,-1.0,-1.0,26.6738,-1.0,-1.0,-1.0,-1.0,-1.0,28.1507,-1.0,-1.0,-1.0,-1.0,-1.0,24.4396,2,2,2
2129,2129,MPP_DEU_LocationA-36_T1891F22905_T-1,3.2,23.0906,22.6,21.9801,-0.25,-0.25,-0.5025,3.2,1.6,-1.0,-1.0,7.4935,-1.0,-1.0,-1.0,-1.0,-1.0,19.3517,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.6718,-1.0,-1.0,1,1,1
2130,2130,MPP_DEU_LocationA-36_T1897F23009_T-1,3.2,30.6549,30.526999999999997,30.8115,-0.235,0.2425,-0.2425,0.24,0.12,-1.0,86.9146,51.4865,-1.0,-1.0,52.7351,57.8538,-1.0,-1.0,-1.0,-1.0,78.3674,62.2328,-1.0,-1.0,-1.0,-1.0,66.5742,3,3,3
2131,2131,MPP_DEU_LocationA-36_T1898F23042_T-1,3.2,35.4201,34.9802,34.7203,-0.25,-0.25,-0.5,1.2,0.08,101.3151,47.8606,-1.0,54.492,20.3069,83.3424,-1.0,53.8003,-1.0,52.7255,5.6583,92.5576,-1.0,58.8101,-1.0,50.5074,-1.0,13.0721,5,5,5
2132,2132,MPP_DEU_LocationA-36_T1900F23131_T-1,3.2,30.3846,30.9468,31.0744,0.255,0.25,-0.25,0.04,0.0,86.2334,-1.0,42.3068,-1.0,-1.0,-1.0,-1.0,-1.0,44.3388,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2,2
2133,2133,MPP_DEU_LocationA-36_T1907F23319_T-1,3.2,21.0405,20.452,20.1164,-0.4975,-0.2325,-0.5,1.64,1.6,-1.0,59.9828,11.2871,-1.0,-1.0,-1.0,-1.0,-1.0,22.0086,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2,2
2134,2134,MPP_DEU_LocationA-36_T1908F23188_T-1,3.2,33.33,33.46,33.6103,0.25,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,23.7886,-1.0,63.0102,-1.0,-1.0,-1.0,17.8849,-1.0,75.8992,-1.0,-1.0,-1.0,10.7173,-1.0,88.5849,2,2,2
2135,2135,MPP_DEU_LocationA-36_T1916F23283_T-1,3.2,33.7864,33.9838,33.7047,0.255,0.0,-0.505,1.16,0.0,-1.0,93.2163,-1.0,-1.0,37.251,24.3601,34.938,34.028,-1.0,94.0999,20.8655,29.9234,33.1548,43.7003,-1.0,94.7088,8.7681,45.8355,3,3,3
2136,2136,MPP_DEU_LocationA-36_T1917F23362_T-1,3.2,28.8301,28.5608,27.7652,0.0,-0.2475,-0.7425,2.0,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,82.7118,-1.0,83.0048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1
2137,2137,MPP_DEU_LocationA-36_T1920F23354_T-1,3.2,23.9004,23.5401,22.9801,-0.25,-0.25,-0.5,2.4,0.8,-1.0,34.2605,-1.0,49.0251,-1.0,-1.0,-1.0,37.0005,-1.0,16.4388,-1.0,-1.0,-1.0,39.35,-1.0,7.0705,-1.0,-1.0,2,2,2
2138,2138,MPP_DEU_LocationA-36_T1924F23424_T-1,3.2,29.5744,29.4506,29.0201,-0.005,0.0,-0.5,1.04,0.12,-1.0,38.9178,-1.0,39.958,9.2995,31.2737,-1.0,47.5112,-1.0,31.4234,-1.0,5.12,-1.0,55.8401,-1.0,24.5235,-1.0,14.7376,4,4,4
2139,2139,MPP_DEU_LocationA-36_T1934F23448_T-1,3.2,30.0928,30.5048,30.7751,0.2575,0.0,-0.0125,0.04,0.0,39.9816,-1.0,-1.0,-1.0,36.5928,10.277000000000001,31.6359,-1.0,-1.0,-1.0,26.5505,19.5792,-1.0,-1.0,-1.0,-1.0,23.2907,-1.0,3,3,3
2140,2140,MPP_DEU_LocationA-36_T1936F23469_T-1,3.2,32.8523,33.1096,33.1232,0.2575,-0.0075,-0.26,0.96,0.0,-1.0,22.9324,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.4979,-1.0,-1.0,-1.0,-1.0,-1.0,10.7159,1,1,1
2141,2141,MPP_DEU_LocationA-36_T1947F23657_T-1,3.2,35.9861,34.8483,33.7648,-0.4975,-0.755,-0.755,3.2,1.6,-1.0,56.8991,-1.0,-1.0,58.8206,26.4385,-1.0,60.2498,-1.0,-1.0,57.1864,33.408,55.972,39.367,-1.0,61.7084,59.5155,12.9456,3,3,3
2142,2142,MPP_DEU_LocationA-36_T1954F23909_T-1,3.2,27.6501,26.5738,25.6601,-1.0,-0.74,-1.0,3.2,1.6,-1.0,36.5504,-1.0,59.0305,51.372,45.1543,-1.0,33.5301,70.6096,47.2969,-1.0,39.4451,-1.0,32.3784,-1.0,35.4422,-1.0,24.4243,4,4,4
2143,2143,MPP_DEU_LocationA-36_T1976F24155_T-1,3.2,31.0332,31.2408,31.1414,0.01,-0.015,-0.2575,1.16,0.0,-1.0,47.4794,48.3018,-1.0,20.266,30.8873,19.225,43.114,-1.0,48.2929,-1.0,-1.0,18.3444,55.6503,74.2272,48.7985,-1.0,-1.0,4,4,4
2144,2144,MPP_DEU_LocationA-36_T1978F24254_T-1,3.2,36.2358,35.435,34.1974,-0.495,-0.75,-1.01,3.2,1.6,-1.0,40.1142,-1.0,-1.0,-1.0,69.1537,-1.0,-1.0,-1.0,-1.0,-1.0,32.8688,-1.0,-1.0,-1.0,-1.0,-1.0,25.9359,2,2,2
2145,2145,MPP_DEU_LocationA-36_T1979F24322_T-1,3.2,31.9613,32.343,32.4452,0.2625,0.25,-0.0175,0.2,0.04,-1.0,52.6903,-1.0,-1.0,46.7954,34.8329,45.6275,48.3758,-1.0,48.2436,-1.0,-1.0,45.7925,61.9702,-1.0,43.3332,-1.0,-1.0,3,3,3
2146,2146,MPP_DEU_LocationA-36_T1985F24478_T-1,3.2,28.6528,27.0789,25.6067,-0.9925,-0.9875,-1.2425,3.2,1.6,-1.0,30.3116,-1.0,53.9023,53.6005,-1.0,-1.0,26.4073,-1.0,39.7339,47.7753,-1.0,43.2701,-1.0,-1.0,21.1997,-1.0,-1.0,3,3,3
2147,2147,MPP_DEU_LocationA-36_T1987F24477_T-1,3.2,30.7105,29.96,29.65,-0.75,-0.25,-0.7525,2.2,1.6,30.4015,69.4805,-1.0,23.9827,84.1371,63.6156,70.0306,26.5042,-1.0,13.8493,-1.0,73.1467,70.2505,-1.0,-1.0,4.2905,-1.0,21.3501,5,5,5
